Date,Rating,Review,Vehicle Name,Miles Driven on Tires,Driving Conditions,Location,Driving Style
"November 17, 2003",5.0,LOVE THESE TIRES! THANKS!,1979 Pontiac Firebird ,100 Miles,Combined Highway/City,"Ringwood, NJ",Spirited
"November 07, 2003",4.5,"I would like a nice riding, white letter tire.  I have been making many trips to KC, KS and which is roughly 500 miles round trip.  The tires I have on now have bubbles,  plus I feel wore out from the rough ride and steering leaves my arms sore.",1996 Mercury Cougar XR7 ,"30,000 Miles",Combined Highway/City,"Great Bend, ks",Average
"October 21, 2003",2.5,"*not a camaro, its a 1969 Chevy C10 pickup* Good looking muscle care tires. Decent traction considering my truck. 2wd Chevy pickup with no weight over the rear end. Burnouts on command with a 440hp small block. Good tire over all though. Not the most durable in a high horse-low traction set up. Tread is half burned off in 2000 miles of driving. Great traction once youre moving though.",1969 Chevrolet Camaro ,"2,000 Miles",All On Road,"Ramsey, MN",Spirited
"October 05, 2003",4.0,The car is a 1965 ffr cobra replica.,1967 Ford Mustang ,50 Miles,Mostly City,"gaylord, mi",Spirited
"October 01, 2003",5.0,"I underrated the tire on steering responsiveness due to the slight bumpsteer that resulted in the wider tires.  Other than that, I expected a slightly harsher ride due to the shorter side walls.  These tires have been great.  I will be replacing them soon, as the vehicle has been sitting for about 4 years and is about to be put back on the road.",1987 Ford Thunderbird T-Cpe ,"20,000 Miles",Combined Highway/City,"Wolfe City, TX",Average
"September 27, 2003",4.5,These are on my 79 Trans Am I have owned since new and if you are looking for the muscle car look you can simply not buy a better tire. I hope they are still made for a long time to come. These replaced the original 22 year old Uniroyals three years ago. What a difference a great modern tire and lower profile can make.,1979 Pontiac Firebird ,500 Miles,Combined Highway/City,"vernon, nj",Average
"September 09, 2003",4.0,"This is a great tire for the weekend muscle car or cruiser! I mounted a set of these on my ""79 dodge lil red express"" and fell in love with the dry traction they provided. I occasionally bracket race this vehicle at a local drag strip and they lowered my ET by 4 tenths! They are far superior to the Goodyear Eagles I had on it!",1979 Dodge D150 Pick-up ,500 Miles,Mostly On Road,"Canaan, CT",Spirited
"September 05, 2003",3.5,Makes R/T Dakota two wheel posi-drive truck functionable in the winter.,2000 Dodge Dakota R/T Club Cab ,"25,000 Miles",Mostly On Road,"Lake Orion, MI",Spirited
"September 02, 2003",Not Rated,"The car these tires are on is a 1966 SS Chevelle. This auto has about 450 rear wheel horse and about the same torque. The rear tires are 265/50/16 and the front tires are 205/55/16. Driving style is straight line, fast and agressive, with hardly any cornering. Always, always on dry pavement. With that said these tires hook up very well and keep the auto in a straight line. So far they have performed great so I will buy them again.",1967 Chevrolet Camaro ,150 Miles,Combined Highway/City,"Newark, Oh",Spirited
"August 25, 2003",3.5,I also have Radial T/As on my 66 Dodge Charger and they are great.,2001 Chevrolet S10 2wd Xtreme X-Cab ,"15,000 Miles",All On Road,"West Chicago, IL",Average
"August 24, 2003",2.5,I purchased a set of Dunlop GT Qualifiers from The Tire Rack last year.,1991 Chevrolet C1500 2wd Pick-up ,"10,000 Miles",All On Road,"utica, ny",Average
"August 20, 2003",2.5,"These tires plant well when you lay it down, but the tread just doesnt last.  Other than that theyre great.",2000 Dodge Dakota Club Cab 2wd ,"38,000 Miles",All On Road,"Port Richey, FL",Average
"August 15, 2003",4.0,Great tires.  I will use them as long as they still make that size tire in a Radial T/A.,1979 Chevrolet Corvette ,"4,000 Miles",Combined Highway/City,"Claremore, OK",Average
"August 12, 2003",3.5,I like the tires.   I have had numerous sets of the BF Goodrich model.  I also have them on our 1994 Thunderbird.,1989 Chevrolet C1500 2wd Pick-up ,"15,000 Miles",All On Road,"Fairport, NY",Average
"July 17, 2003",4.0,"Radial T/As are far better than the original tires on this car. Quiet, good traction wet and dry, good ride. Have used them for other cars, would use them for this car again.      ",1995 Mercury Cougar XR7 ,"20,000 Miles",Combined Highway/City,"Ann Arbor, MI",Average
"June 29, 2003",4.5,"I have used this particular tire on many different vehicles with nothing but outstanding results.  I have had this tire on a 68 Ranchero, 73 Maverick, 78 LTD, 73 Vega w/V8, 94 Duster, 2000 Mustang GT, 74 Nova and even a 71 VW Campmobile.  As you can see, the cars are all different weights, wheel bases, track widths, steering configurations and performance levels.  All factors that should be taken into consideration when buying the right tire. All with tremendous success.      ",1978 Chevrolet Caprice ,"17,000 Miles",Combined Highway/City,"Hampton, VA",Spirited
"June 17, 2003",3.5,I purchased 4 T/A M65s 12/02 after 6000 mi. a goose egg developed on sidewall (not caused by bruising) and had it replaced under warranty. Im concerened (for safety) about remaining other 3. Ive contacted B.F. Goodrich but have not heard response as yet weather or not these have had previous problems. Joel Timmerman      ,1999 Dodge Caravan SE ,"6,150 Miles",Combined Highway/City,"Germantown, Wi",Average
"June 12, 2003",3.5," Definately a quality tire, discovered these for my Monte SS years ago and stuck withem. Affordability and responsiveness. Definately a tire for someone who does more then just goes from point A to B      ",1998 Chevrolet S10 2wd Extra Cab ,"10,000 Miles",Combined Highway/City,"Old Bridge, NJ",Spirited
"June 11, 2003",2.5,These tires are great for cars that never see rain or snow but when the road surface gets slippery their traction is limited at best. They are garbage in the rain.      ,1994 Chevrolet Caprice ,"10,000 Miles",Combined Highway/City,"Niagara Falls, NY",Spirited
"May 24, 2003",5.0,"I put these on my 1965 Mustang Convertible and they are perfect.  The look is vinatge muscle car and with the 225/60-15 on the car it looks beefy on the road.  The handling is very tight (I run GT springs, front and rear sway bars, and Edelbrock IAS shocks) and the tires grip the road in corners and hwy ramps at high speeds well.  The stright line ride on the hwy is smooth and the car takes bumps and potholes real well.  I had a set of these years ago and they were good then.  These updated T/As are even better.  For a 60s muscle car, they are the best choice for price, look AND performance.       ",1967 Ford Mustang ,100 Miles,Combined Highway/City,"Walnut Creek, CA",Spirited
"May 13, 2003",3.5,My only complaint is that I have had difficutly in locating dealerships that carrry this particular tire.  Discount Tire has told me on at least three occassions that Goodrich no longer manufactures this particular tire.  Apparently it is a tire that has been discontinued.  if this is true then why?      ,1997 Subaru Outback ,"45,000 Miles",Combined Highway/City,"robinson, tx",Average
"May 09, 2003",5.0,I love these tires. They grip very good I really enjoy using them. I would choose these over my other BF Goodrich 255/50/17 G-Force KDWS any day. For those who read this article buy these.      ,1994 GMC C1500 2wd Pick-up ,"1,500 Miles",All On Road,"monee, il",Spirited
"May 07, 2003",3.5,"Treadwear is amazing!  62000 miles later and still plenty of tread left.  Dry traction is about right, driving in the rain is scary though, and this is an AWD car with ABS!  Snow traction was good when the tires were new, but after 25% of the tread is gone then it starts to perform worse than the average all-season tire.        ",2001 Subaru Outback Sport ,"62,000 Miles",Combined Highway/City,"St. Louis, MO",Spirited
"April 01, 2003",3.0,"Only reason I replaced the OEM tires with the same was because that was all the company would do when the originals failed. Wear down way to fast, cracks along the sidewalls and eventually blow out (has happened twice). This is all with regular maintenance.  Have always been poor for snow driving. 2nd set is failing now. Will replace with the Bridgestone Potenza 950s.       ",1999 Subaru Outback Sport ,"15,000 Miles",Combined Highway/City,"East Greenwich, RI",Average
"March 26, 2003",4.0,"Great tire, great price, great looks, ordered my tires on Wednesday had them by Friday morn, mounted and on car by noon. Happy with every aspect of these tires, from price to performance, the little 6 cylinder fiereo really hooks up now and corners like its on rails, Thank you.      ",1987 Pontiac Fiero ,600 Miles,Combined Highway/City,"Groton, NY",Spirited
"March 11, 2003",4.5,"Great tires. Cannot beat the price. I have them on my 1979 Chevy Camaro, and put about 500 miles on them. Great dry traction (they grab the pavement pretty well on really hard acceleration) and good cornering stability. They are size 245/60/14, and they fit well in my Camaro. The rear tires brush the inside of the fender when I go fast over a big bump, however. Not horriblle though. The front tires clear totally, even when the wheel is turned to the stops and going over a bump. Great tire for all your second generation F-car owners out there who want to keep your stock wheels and put relitively large tires on there compared to stock sizes.      ",1979 Chevrolet Camaro ,500 Miles,Combined Highway/City,"Granada Hills, CA",Average
"March 03, 2003",4.0,"These tires were purchased to replace the worn-out 205/70/15 Touring T/As on my fullsize wagon. The Touring T/As had impressed me greatly with their overall traction characteristics, but the sidewall was much too soft for a heavy car, and the stock 205mm tread width was of course much too narrow. I debated for many months on what to replace them with, eventually deciding on the Radial T/A as a well-respected performance-oriented tire (i.e. I see a lot of them in Car Craft!). Even on the stock 15x6.5 rims, I noticed a vast improvement in ride comfort and overall dry handling characteristics, and though straight-line traction isnt much of an issue, its become harder to spin the right rear wheel as well. Once I put them on wider 15x8 rims (the 3.75"" backspacing doesnt hurt either except for occasional rubbing), the improvement in handling responsiveness has been phenomenal, and braking and cornering safety is much improved. However, it seems I experience hydroplaning much more easily than with the Touring T/As when they were newer, and snow traction isnt as good as Id like, which seems to speak poorly of the tread design. They also seem to be wearing relatively quickly, and occasional plowing even in dry corners suggests the need for a wider or stickier tire. Overall, Ive been quite satisfied with these tires as a first informed purchase (versus letting a shop slap on whatever they choose), but for my next purchase, I would definitely like to see slightly more dry adhesion and improved performance in wet or snowy weather.      ",1987 Mercury Grand Marquis ,"10,000 Miles",Combined Highway/City,"Detroit, MI",Spirited
"February 26, 2003",4.0,"These tires were put on the truck by my Grandfather who gave the truck to me a few years ago.  I must say that these tires have wonderful dry traction on paved roads and on gravel roads.  Since I live in CA, I do get the rain and I have to say that these tires were not meant for rain driving.  The tires easily lose their traction in wet driving. I must also say that the sidewalls are a little soft for this heavy of a vehicle.  The treadwear has been great on these tires.  I think I would rather add Bridgestone Dueller A/T Revo tires for my next set though.      ",1995 Ford Explorer ,"30,000 Miles",All On Road,"Merced, CA",Average
"February 25, 2003",4.5,"This is the best set of tires I have owned. These tires came stock on my truck. They have a much better overall handling then Firestones I had on my last truck (97 F150). I have to say I am very impressed with their traction in snow. We have had one of the worst winters in many years with alot of snow and ice. Granted I do have 3.55 Limited Slip rear-end but even with no extra weight in the bed they have, in my opinion, remarkable traction in the snow and ice. I would highly recommend them to anybody regardless if your drive in the snow/ice or not.",2001 Ford F150 XLT 2wd Pick-up ,"32,000 Miles",All On Road,"Farmington, NH",Average
"February 12, 2003",3.0,"Nice dry tyre, has decent ammount of grip. Wheel hop is a problem due to traction an torque of engine. Rain braking is difficult. Would not reccomend for a rainy climate like the West Coast.      ",1989 Dodge Daytona ,"25,000 Miles",Mostly City,"Victoria, BC",Spirited
"January 29, 2003",3.0,"I have these tires on my Grand National and on my 68 Mustang. After several heavy burnouts in the GN, the rears are at around 40% and the fronts at around 80%. The GN is not a cornering car to begin with but these tires certainly do not help - I would not reccommend these tires for any type of performance driving. It is very easy to push these tires beyond their limit. In the Mustang (http://www.cardomain.com/id/rallyracer), which has a complete race suspension, these tires were a horrible mistake. The sidewalls roll during heavy cornering, resulting in abnormal tread wear for the front tires. If youre looking for a show tire that will occasionally be pushed, this is a great tire. However, these tires do not perform well in the rain. But with over 800 combined pounds of torque to the wheels, I guess I shouldnt be complaining.",1987 Buick Grand National ,"10,000 Miles",Mostly City,"Tucson, AZ",Spirited
"January 14, 2003",4.0,"For the low price, these BFGoodrich Radial T/As are a great looking and performing tire for hot rod or muscle car.",1983 Oldsmobile Cutlass ,"4,000 Miles",Mostly City,"Madison, WI",Spirited
"January 06, 2003",4.0,"Has excellent traction on dry road, but not to good on wet road. Tires lasted about 50,000 miles and only one tire has worn tread and needed to be replaced. Never had any problem with hydroplaning, but wheels would spin too easily from a stop on wet road. Handled well in the snow also. I replaced original stock Uniroyal tires with the B.F. Goodrich. Definitely could tell the improvement in traction. I would definetly buy these tires again for the price and dependability.",1996 Chevrolet S10 2wd ,"45,000 Miles",Mostly On Road,"Chester, VA",Spirited
"January 03, 2003",4.5,I have 70K miles on these with plenty of tread left. This is the first year I have had problems with losing traction due to wet conditions. I have driven my truck off road in a foot of snow up hills without any problems. I plan on adding some weight to the back of my pickup this year to help improve traction i.e. sandbags :),1999 Toyota Tacoma 4wd Xtra Cab ,"70,000 Miles",Mostly On Road,"MEDINA, OH",Average
"January 01, 2003",3.5,My dad bought my 1978 GMC heavy half 2wd brand new and had mag slots and 275/60R-15s put on before he ever even saw the truck. Now three sets letter i have burned down this last set but im going to put 295/50R-15s on the back and 245/60R-15s on the front.  In 83 my dad put a Big Block 402 in my truck that came out of a 72 EL Camino.  This motor is throwin at least 360 horses and 425 ft. lbs. of torque to the tires.  enough torque that the stock style clutch spins when i shift full throttle into third.  these tires transfer all that hp and torque to the ground better than i think any other tire could.  the only downside is the are a little slippery in the rain and defintely in the snow but that is mainly all the power the engine puts out.  and on dry pavement my truck handles better than my moms 99 Grand Prix. ,1978 GMC C20 Pick-up 2wd ,100 Miles,All On Road,"Idaho Falls, ID",Spirited
"December 21, 2002",4.5,"These tires I have had on this truck and a 1992 Dodge Spirit I had.  Both vehicles have performed flawlessly with these tires.  Excellent all-round traction on dry roads, wet roads, icy roads, or even light off roading have presented no challenge for these tires.  I would highly recomend these tires to ANYONE.",1988 Dodge Dakota 4wd ,"30,000 Miles",On Road/Off Road,"Lewisville, NC",Average
"December 19, 2002",2.5,"These tires are great looking but that is all they are good for.  These tires also smoke easy while doing burnouts at the drag strip.  My truck has been lowered 2/3 and has urathane swaybar parts to improve performance but the tires poor handling makes me feel like I wasted my time and money.  The tires also have no traction in the rain, for example I could stomp on the throttle cruising at 35mph and the rear end will break loose.  These tires are very unsafe in the rain some days I wont even go on the highway when it rains because of hydroplaining.  The tires also wear more in the middle of the tire no matter what psi they are at.  The people that say they get good traction with these tires they dont know what they are talkiing about or their car just has not enough power to spin them.  The sidewalls are also very weak and roll over in the corners. ",1989 GMC Sierra 2wd Pick-up ,"15,000 Miles",All On Road,"Neenah, WI",Spirited
"December 17, 2002",3.5,"When I bought my camaro, it had two BFG TAs on the front two and some no-name tires on the back pair.  After a couple months, I replaced the backs with new BFG TAs and put the new pair on the front (the back ones had about half of their tread).  When I sold the car four months and about six thousand miles later, all four tires were ready to be replaced again.  These tires have great traction, predictable breakaway, and surprisingly decent snow traction, they just wear out pretty fast on a heavy sports car that sees aggressive driving.",1989 Chevrolet Camaro ,"6,000 Miles",Combined Highway/City,"Simpsonville, SC",Spirited
"December 17, 2002",4.0,These tires give my 79 Z28 the nice original look with white letters.  Radial T/A is a great performer and gives car a great look with 245/60/15s the whole way around.  I wouldnt have any other tires on the car.  Get lots of compliments with these tires on car.  Hard to pass on price of tires.  You can afford to burn these tires.  Radial T/As are on majority of cars that I see when I go to cruises and shows.  Lots of big sizes is a plus for all the muscle cars and street rods.  They give you the finishing touch to your vehicle.  Recommend these to many people.,1979 Chevrolet Camaro ,"11,000 Miles",Combined Highway/City,"Lancaster, Pa",Spirited
"November 27, 2002",3.5,"tires are on a retired ford p71 police interceptor.  purchased for high mileage warranty and quiet ride.  tires are decent in dry weather, very very sloppy in wet.  very economical but not a performance tire.",1997 Ford Crown Victoria ,"15,000 Miles",Combined Highway/City,"san antonio, tx",Average
"November 09, 2002",3.5,"Excellent driving tire for this car. Handles like a new car. I tend to drive fast and hills and curves are an everyday occurance and since I have had these tires installed, I have not left the roadway once!! I do drive aggressively & fast for conditions here, coming from flat straight Florida, I am still not accustomed to the curve and hill driving here, and these tires have REALLY made quite a difference and the price was great and very hard to find raised white lettering in this size too. ",1996 Mercury Mystique ,450 Miles,Combined Highway/City,"Pelzer, SC",Spirited
"November 07, 2002",3.5,I have had BFGoodrich Radial TAs on many of my past vehicle and I continue to purchase them.  They are great tire at a great price.,1984 Buick Regal ,"15,000 Miles",Combined Highway/City,"Albany, NY",Spirited
"November 07, 2002",4.0,"Ive owned 3 sets of Radial T/A's, in various sizes, on 2 cars - a '70 Camaro RS and a '70 Chevelle.  They are an overall great compromise between performance and budget, particularly for the musclecar crowd.  This tire's most outstanding characteristic has to be it's wet-weather performance, with relatively little loss of grip on slippery surfaces.  In dry conditions, the dominant trait of the tire is moderate, predictable understeer - with quite a bit of tread squirm and moaning along with it (more so than I've experienced in any other performance tire I've owned).  This tire is definitely not for the enthusiast who desires precise steering response or ultimate grip.  In extended periods of ""flat-out"" driving, Radial T/A's can be expected to quickly but gradually overheat, eventually to the point where lateral grip will decline.  But for the driver seeking an inexpensive but sporty, quiet, and good-looking tire, these are definitely worth a look.  The abundance of available sizes doesn't hurt their appeal much either.  Overall, I wouldn't hesitate to recommend them for an older American car.  On anything else, you might want to shop around some.",1970 Chevrolet Camaro ,"15,000 Miles",Combined Highway/City,"El Sobrante, CA",Spirited
"October 09, 2002",4.5,"My escort came with Goodyear tires. Hydroplaning was a problem.  Tires were worn out in 21,000 miles.  Could get traction in snow.  The B F Goodrich T/A Radials made it a different car. Love them.",1999 Ford Escort ZX2 ,"24,000 Miles",Combined Highway/City,"West Newton, PA",Spirited
"September 23, 2002",3.5,"I have a 1968 327 Camaro.  Though I don't drive it all that often, when I do, I am usually hard on the tires.  I am very satisfied that 7 years, about 35,000 miles, and lots of burn outs at the strip and on the street later, I am finally having to break down and buy another set just like the first.",1968 Chevrolet Camaro ,"30,000 Miles",Mostly Highway,"Decatur, IL",Spirited
"September 16, 2002",4.5,thank you for making such an sweet tire for my sport truck!!,1986 Chevrolet C10 2wd Pick-up ,"5,000 Miles",Mostly On Road,"Lethbridge, Alberta , al",Average
"September 12, 2002",4.5,This was an inexpensive upgrade to the original 235/70 r15 i previously had on my s-10 blazer.  I believe this is possibly the widest tire i could have purchased in this heighth and i am happy with what i have.  These tires feel sporty and have greatly improved the performance on my chevy.,2001 Chevrolet Blazer 2wd 2dr ,150 Miles,All On Road,"tallahassee, fl",Spirited
"August 19, 2002",4.0,"These tires are just slightly taller(5.3mm) than my stock 31/10.5., but are alot wider. they have handled great on the highway and in higher speed cornering with my 5300lbs vehicle... I would recommend this tire to any Durango owner that came with the 31/10.5's. Also, there is no tire rub at full turn.",1999 Dodge Durango ,"10,000 Miles",All On Road,"roxboro, nc",Spirited
"August 13, 2002",4.5," I had these type of tires on my older muscle cars and have like them.  That was the mistake.  I have bought these tires for my truck.  I used my s-10 as my driver and to pull my car hauler.  I soon had problems at 10,000 miles.  I did rotate the tires.  I had problems with the side walls cracking.  I have kept the tires infloated properly and still have wear problems.  I will not buy these tires again for truck, but for the recreational car.",1992 Chevrolet S10 2wd ,"45,000 Miles",Mostly On Road,"Hilliard, OH",Average
"July 24, 2002",5.0,These tires are on a restored classic Camaro.  I only have about 50 miles on them so far.  I only drive about 500 miles per year.  The tires are great.  Very smooth ride and great handling.  It's all on dry roads.  I don't drive the car in rain or snow.,1967 Chevrolet Camaro ,50 Miles,Combined Highway/City,"Columbia, MD",Average
"July 22, 2002",4.0,Car handles great at high(85-115mph)speed.Wopuld not recomend,1993 Mercury Grand Marquis ,"30,000 Miles",Combined Highway/City,"bristol, ct",Spirited
"July 21, 2002",4.0,"Some of the best tires I have ever owned, and I have owned about every brand including Goodyear, Firestone, Dunlop, General, Cooper and Kelly. The last set of Kelly Chargers I had lasted 17,000 miles and were history. The Radial T/A's have 15,000 miles currently with no noticeable wear. Excellent handling in dry and wet conditions and suprisingly good handling in snow (an important consideration since I live in the upper Midwest). Hard to find a better looking tire for cosmetic purposes with the bold looking raised white letter design (but not overstated like Firestone Firehawks in my opinion). Would strongly recommend to anyone looking for a all-season/all weather performance oriented tire.",1987 Oldsmobile Cutlass ,"15,000 Miles",Combined Highway/City,"Lincoln, NE",Average
"July 17, 2002",4.5,I HAVE HAD THE LAST BFG'S FOR 6 YEARS. THEY ARE AMAZING! ILL NEVER SWITCH TO A DIFFERENT TIRE. IVE RECOMENDED THEM TO 3 PEOPLE.,1980 Chevrolet Corvette ,"70,000 Miles",All Highway,"Shirley, Ny",Easy Going
"July 08, 2002",4.0,"This is the 3rd set of Radial T/As I have owned. I am currently shopping to step up to 17"" wheels that will fill the wheel wells as well as the BFGs I have now. PS: Pontiac actually makes cars other than Firebirds. You may wish to update your website's limitation on selection.",1972 Pontiac Firebird ,"10,000 Miles",Mostly City,"Salem, OR",Spirited
"July 08, 2002",4.5,"The tires are on a car that doesn't get driven in the snow, so it's not applicable. Tires handle great in the rain, they barely slip. I will for sure buy another set once these are used up. Maybe I'll go with a wider size to further improve the handling.",1984 Oldsmobile Cutlass ,650 Miles,Mostly City,"Greenfield, WI",Spirited
"June 23, 2002",3.0,"So far, very nice tires! I recomend!",1991 Ford Ranger 2wd ,200 Miles,All On Road,"Channahon, IL",Average
"May 29, 2002",4.0,"Dry traction was poor for the first few thousand miles, but has greatly improved.  The tires tread blocks wore uneven and are therefore very noisy...probably because I did not rotate them until 15k at first.  Otherwise, they have been amazingly tight and responsive for a 70 series tire, and very predictable on bumps in corners.",1997 Honda CR-V ,"40,000 Miles",Mostly On Road,"Flower Mound, TX",Spirited
"May 21, 2002",4.5,"Radial T/A's are a great tire for their price.  My full size Chevy truck corners very well, and the tires never let loose.  The comfort and quietness of these tires are matched by very few of even the more expensive tires.  BF Goodrich designed an almost perfect light truck tire for the average consumer.  ",1993 Chevrolet C1500 2wd Pick-up ,"3,000 Miles",All On Road,"Decatur, IL",Average
"April 14, 2002",4.0,"Not too many tires available for my Saab 900 that are not MAX this or HIGH Performance that.  If your are looking for a quiet ride, with overall good comfort, traction and hydroplaning resistance this is your tire. They last 60,000 miles with regular rotoation!  I did push them with fast driving now and then without issues.  They are not Pilots but cost much less and last almost three times as long",1997 Saab 900SE Convertible ,"58,500 Miles",Combined Highway/City,"Washington, DC",Average
"April 10, 2002",3.5,"With a new set of 16"" inch wheels, I had originally wanted a set of Pirelli Sport Veloce's, but there wasn't a tire with a short enough profile (I needed 50s). So I settled for the BFGs. Judging by the other reviews posted on this site, the Radial T/As seem most popular in powerful, muscle-car applications like Mustangs, Corvettes, and other vehicles with big block engines, so one might wonder how they would fare in a little German sedan with a 2.5l six. Well, for the most part, just fine. They provide great straight line traction and it is VERY difficult to break them loose. Even on low friction or wet surfaces, it is tough to spin out the rear end either from a standing start, or when trying to induce oversteer. In the snow its a different matter, as packed snow may as well be ice, as the tires struggle to grip. I found the handling adequate, although the steering response could not match my OEM tires, despite their shorter sidewall (50 vs. 65). Cornering was as good as stock, which is probably an indication of the quality of the car's engineering. By biggest complaint is the speed rating of these tires, as the S rating means it cannot exceed 180 km/h (112 mph), but anywhere over 130 km/h (81 mph) and you'll start vibrating. I wouldn't buy these tires again for this vehicle, but if I ever come across a '69 Stang that loves to peel out, I'll know where to look.",1988 BMW 325i ,"15,525 Miles",Combined Highway/City,"Delta, BC",Spirited
"March 28, 2002",3.5,"Overall a good tire...cant complain too much..got 85,000 out of them! However, my complaint is that these tires do not provide very good traction in rainy conditions. In snow they arent too bad, but in slush they're useless.I have a really hard time keeping the front end under the car in slushy conditions. ",1994 Chevrolet Cavalier Z24 ,"85,000 Miles",Combined Highway/City,"Rockford, IL",Average
"March 04, 2002",4.0,"Gotta tell you...When you get old and try to keep up with the newer ""trends"", you sometimes find (at a loss of money) that the old dog's tricks are better than the newer ones that they say he ""can't learn""!  If you drive a Suburban, but aren't yet ready to ""Grow Old"", you can live quite nicely with the T/A's.  I put 275/60x15's on the stock 7"" rims (this is pushing it a little) and they are performing quite nicely.  Ride is actually better than the original Michelins.  Why doesn't GM put a bigger/better tire on this truck!?!?!  After I tried Toyo 17"" Proxes ST's on a Panther 17x8 Chrome rim, and couldn't get them balanced after 14-15 attempts (really!) I decided to go back to the T/A's that I had used in the 70's.  Guess what?  Still the best looking and best riding ""Performance Tire"" on the planet.  I guess you live and learn!  Got a Suburban?  Buy T/A's!!  ",1999 Chevrolet Suburban 1500 2wd ,100 Miles,All On Road,"Daniel Island, SC",Average
"February 23, 2002",3.5,"Best tires I ever had. I use these on my Honda Civic DX. They are the widest tires the wheels will accept. Using wider tires greatly improved my stability on the road, especially while driving in high winds. I'm also impressed with the tires' longevity, as I have driven them three years in all varieties of weather conditions and locations (Appalachian mountains to New York City). ",1995 Honda Civic LX Sedan ,"30,000 Miles",Combined Highway/City,"Arlington, VA",Average
"February 11, 2002",4.0,"Radial T/As kick butt! These are the best tires I've had on my car. These tires will hold in corners at speeds that would make anyone scream. Snow traction is OK but I didn't buy these for snow. Wet traction is pretty good. I had Eagle GTIIs on and they could not hold a candle to the T/As, they wore too fast, were iffy in the corners and more expensive. Go BFGoodrich!",1986 Pontiac Firebird ,"50,000 Miles",Mostly Highway,"Hazelhurst, WI",Spirited
"February 07, 2002",4.5,"I do a lot of off roading during the hunting season.  The BFG radial A/T KO are the best off road tire I have owned.  The original equipment tire on my Ranger was Firestone Wilderness AT which were recalled.  I opted to put the BFG's on my Ranger since I had them on my other trucks.  The tread on these tires just last and last.  The side wall's have 3-ply construction so they don't puncture easily.  I blew out two of the Firestone sidewalls before they were recalled!  I also do a lot of driving though canyon paved roads which literally ""eat"" up the tread on other tires from all the twists and turns.  I've tried Gooyear AT/S's, Michelin's, and Big Foot brands, but they don't even compare to the BFG's.  Dollar for dollar these are the best tires your money can buy.  (even though it sounds like a commercial, I do not work for BFG!)",1999 Ford Ranger Super Cab 4wd ,"25,000 Miles",On Road/Off Road,"Garden City, UT",Average
"January 31, 2002",Not Rated,Excellent tire. Rides smooth. Handles very well. I deer hunt an fish a lot. These tires have been a reat help in some nasty places. However i have never had mud tires now i think i'll try the same tires in the mud brand.,1992 Toyota Pick-up 4wd ,"40,000 Miles",On Road/Off Road,"York, SC",Spirited
"January 01, 2002",2.5,"I purchased these tires on recommendation, they were wider than the stock tires that come on the S-10 and I was hoping for a bit more grip off the line and in cornering.  I put 265's on the back and 245's on the front.  The rears are more than half worn, if the conditions are anything less than ideal the grip is terrible.  I originally thought my Goodyear Eagle GA's were a poor tire but these BF's make them look better and better.",2000 Chevrolet S10 2wd Xtreme X-Cab ,"10,000 Miles",All On Road,"Toronto, On",Spirited
"December 14, 2001",4.5,Have not driven in the snow yet and really have not driven the car that much since it is basicly used as a spare for my GMC truck. Did take about a 500 mile trip since having the tires installed and the ride is super. This car is almost 17 years old and is like brand new with only 90k on the car. I got the car from my mother who purchased a new OLDS and she had bought this car new back in '85. This car rides super with these new T/A's and the wider tires really look great on the Factory Chrome mag wheels.,1985 Oldsmobile Cutlass ,"1,000 Miles",Combined Highway/City,"Harrisonburg, Va",Average
"December 10, 2001",4.0," This is my second complete set of Radial T/A's. I am very happy with them and though I plan to move up to BFG Comp T/A HR4-2 225/70/15 for my next tires for more performance , I will miss my current model. BFGoodrich has won my loyalty for tires. Besides reliability and excellent performance , they have a unique attractive appearance , especially with tire dressing. You get what you pay for. ",1994 Ford Thunderbird ,"7,000 Miles",Combined Highway/City,"Indian Trail, NC",Spirited
"November 10, 2001",3.5, These are my second set of BFGoodrich Radial T/A's and I've always have been happy with them for the price. They don't have the streeing response that my Brigestone Eagers had but they aren't the price of my Eagers. I woul recomend them to anyone looking for a good tire for a great price. ,1996 Chevrolet Cavalier Coupe LS ,"1,000 Miles",All Highway,"Littleton, Co",Spirited
"October 28, 2001",4.5," Probably the most humble, yet versatile tire available for light trucks. These tires represent an ideal balance between highway manners and off-road traction. You wouldn't want to use them for mud bogging or extreme terrains, but they're sure to leave any standard passenger car tire in the dust when it comes down to trail capability. ",1993 Ford F150 4wd Pick-up ,"41,000 Miles",On Road/Off Road,"Plover, WI",Average
"October 03, 2001",3.5," these tires seem to wear considerably more in the center. I've gone through two pairs, both wore the same, But the look and grip are great ",1989 GMC C1500 2wd Pick-up ,"40,000 Miles",Mostly On Road,"toronto, on",Average
"September 23, 2001",4.0," Surprisingly good traction in snow. Thought I would need to purchase more agressive winter tires, but found these work exceptionally well in snow - I drive two mountain passes exceeding 7,000 feet every day going to work. Noisier than I like, but that may be the car's lack of sound deadening material, more than the fault of the tires. ",2001 Subaru Outback Sport ,"15,000 Miles",Combined Highway/City,"tahoma, ca",Average
